Diffct,Easy
0.990907,0.797586
1.584088,1.083337
2.234051,0.967629
1.206092,1.070144
1.043734,0.687211
1.738484,0.969788
2.46033,1.041984
1.288386,0.501653
3.115037,1.117915
1.914078,0.921448
1.150164,1.139511
1.335459,0.850991
