Diffct,Easy
0.740779,0.453172
0.938997,0.630059
1.178964,0.518909
0.859666,0.377031
0.661352,0.346525
0.779028,0.416241
0.950401,0.784388
0.745478,0.635949
1.047652,0.474753
0.827567,0.780879
0.792829,0.677098
0.787134,0.593027
