3,6,9,12,15,18,21,24
13.76507678,11.77438199,9.426766599,9.279914425,8.697317302,7.684227591,6.818374174,5.732955848
13.73535678,10.37250633,9.78375177,9.239593668,8.779250495,7.986796139,6.462703387,6.878429708
14.12053456,10.89138203,9.777650718,9.344678585,8.819454033,7.994821019,7.550657241,7.860597196
