Ctrl1,0.2338,-0.3614
Ctrl2,0.234564,-0.34231
Ctrl3,0.232885,-0.37035
OM1,0.236748,0.171021
OM2,0.237751,0.150915
OM3,0.236988,0.141201
BA1,0.235154,0.242957
BA2,0.235933,0.125661
BA3,0.233606,0.129465
